"","Name","Disaster","Begin Date","End Date","Total CPI-Adjusted Cost (Millions of Dollars)","Deaths","state"
"1954","Southern Plains Tornadoes (May 2015)","Severe Storm",20150506,20150510,1399.3,4,"TX"
"1955","Texas and Oklahoma Flooding and Severe Weather (May 2015)","Flooding",20150523,20150526,2750.7,31,"TX"
"1956","Western and Alaskan Wildfires (Summer-Fall 2015)","Wildfire",20150601,20151130,3330.8,12,"TX"
"1957","Texas Tornadoes and Midwest Flooding (December 2015)","Severe Storm",20151226,20151229,2158.2,50,"TX"
"1958","Southeast and Eastern Tornadoes (February 2016)","Severe Storm",20160222,20160224,1133.6,10,"TX"
"1959","Texas and Louisiana Flooding (March 2016)","Flooding",20160308,20160312,2501.3,5,"TX"
"1960","Southern Severe Weather (March 2016)","Severe Storm",20160317,20160318,1319.2,1,"TX"
"1961","North Texas Hail Storm (March 2016)","Severe Storm",20160323,20160324,2250.6,0,"TX"
"1962","North/Central Texas Hail Storm (April 2016)","Severe Storm",20160410,20160412,3813.5,0,"TX"
"1963","Houston Flooding (April 2016)","Flooding",20160417,20160418,2916.8,8,"TX"
"1964","South/Southeast Tornadoes (April 2016)","Severe Storm",20160426,20160502,2610.2,6,"TX"
"1965","Plains Tornadoes and Central Severe Weather (May 2016)","Severe Storm",20160508,20160511,1874.5,2,"TX"
"1966","Rockies/Central Tornadoes and Severe Weather (May 2016)","Severe Storm",20160521,20160526,1249.4,0,"TX"
"1967","Southern Tornado Outbreak and Western Storms (January 2017)","Severe Storm",20170120,20170122,1171.3,24,"TX"
"1968","South/Southeast Severe Weather (March 2017)","Severe Storm",20170326,20170328,2856.7,0,"TX"
"1969","Missouri and Arkansas Flooding and Central Severe Weather (May 2017)","Flooding",20170425,20170507,1758.5,20,"TX"
"1970","Colorado Hail Storm and Central Severe Weather (May 2017)","Severe Storm",20170508,20170511,3551,0,"TX"
"1971","Midwest Severe Weather (June 2017)","Severe Storm",20170612,20170616,1599.6,0,"TX"
"1972","Hurricane Harvey (August 2017)","Tropical Cyclone",20170825,20170831,130000,89,"TX"
"1973","Southeastern Tornadoes and Severe Weather (March 2018)","Severe Storm",20180318,20180321,1495.7,0,"TX"
"1974","Southern and Eastern Tornadoes and Severe Weather (April 2018)","Severe Storm",20180413,20180416,1357.8,3,"TX"
"1975","Central and Northeastern Severe Weather (May 2018)","Severe Storm",20180501,20180504,1432,0,"TX"
"1976","Central and Eastern Severe Weather (May 2018)","Severe Storm",20180513,20180515,1411.1,5,"TX"
"1977","Texas Hail Storm (June 2018)","Severe Storm",20180606,20180606,1326,0,"TX"
"1978","Southwest/Southern Plains Drought (Summer-Fall 2018)","Drought",20180601,20181230,3049.8,0,"TX"
"1979","Western Storms & Flooding (December 1982-March 1983)","Flooding",19821213,19830331,4094,50,"UT"
"1980","Freeze, Cold Wave (December 1983)","Freeze",19831215,19831225,5275.3,151,"UT"
"1981","Northern Plains Drought (Summer-Fall 1989)","Drought",19890601,19891130,6366.6,0,"UT"
"1982","Western Fire Season (Summer-Fall 1994)","Wildfire",19940601,19941130,1276,0,"UT"
"1983","Western Fire Season (Fall 2002)","Wildfire",20020901,20021130,1918.1,21,"UT"
"1984","California Wildfires (Fall 2003)","Wildfire",20030901,20031130,5524.5,22,"UT"
"1985","Western/Central Drought/Heatwave (Spring-Fall 2003)","Drought",20030301,20031130,7095.1,35,"UT"
"1986","Numerous Wildfires (2006)","Wildfire",20060101,20061231,1907.2,28,"UT"
"1987","Western Wildfires (Summer 2007)","Wildfire",20070601,20070831,3481.4,12,"UT"
"1988","Western/Eastern Drought/Heatwave (Summer-Fall 2007)","Drought",20070601,20071130,4493.7,15,"UT"
"1989","U.S. Wildfires (Fall 2008)","Wildfire",20080901,20081130,1505.5,16,"UT"
"1990","Western Wildfires (Summer-Fall 2012)","Wildfire",20120601,20121130,1964.6,8,"UT"
"1991","U.S. Drought/Heatwave (2012)","Drought",20120101,20121231,33903.9,123,"UT"
"1992","Western/Plains Drought/Heatwave (Spring-Fall 2013)","Drought",20130301,20131130,11677.1,53,"UT"
"1993","Western Drought (2015)","Drought",20150101,20151231,4912.6,0,"UT"
"1994","Colorado Hail Storm (June 2018)","Severe Storm",20180618,20180619,2267.5,0,"UT"
"1995","Southwest/Southern Plains Drought (Summer-Fall 2018)","Drought",20180601,20181230,3049.8,0,"UT"
"1996","Western Wildfires, California Firestorm (Summer-Fall 2018)","Wildfire",20180601,20181231,24480,106,"UT"
"1997","Midwest/Southeast/Northeast Winter Storm, Cold Wave (January 1982)","Winter Storm",19820108,19820116,1807.5,85,"VT"
"1998","Hurricane Gloria (September 1985)","Tropical Cyclone",19850926,19850928,2089.1,11,"VT"
"1999","Winter Storm, Cold Wave (December 1989)","Winter Storm",19891221,19891226,1441.8,100,"VT"
"2000","East Coast Blizzard and Severe Weather (March 1993)","Winter Storm",19930311,19930314,9948.6,270,"VT"
"2001","Winter Storm, Cold Wave (January 1994)","Winter Storm",19940117,19940120,1830.3,70,"VT"
"2002","Mississippi and Ohio Valley Severe Weather and Flooding (March 1997)","Severe Storm",19970228,19970305,1583.4,67,"VT"
"2003","Northeast Ice Storm (January 1998)","Winter Storm",19980105,19980109,2228.8,16,"VT"
"2004","Severe Storms, Tornadoes (June 1998)","Severe Storm",19980530,19980602,1810.2,20,"VT"
"2005","Central and Eastern Winter Storm (January 1999)","Winter Storm",19990101,19990104,1620.7,25,"VT"
"2006","Central and Eastern Winter Storm (Mid-January 1999)","Winter Storm",19990113,19990116,1384.6,0,"VT"
"2007","Hurricane Floyd (September 1999)","Tropical Cyclone",19990914,19990916,10190.8,77,"VT"
"2008","East/South Severe Weather and Flooding (April 2007)","Severe Storm",20070413,20070417,3185,9,"VT"
"2009","Hurricane Irene (August 2011)","Tropical Cyclone",20110826,20110828,15787.9,45,"VT"
"2010","West/Northeast/Southeast Drought (2016)","Drought",20160101,20161231,3764.1,0,"VT"
"2011","Central and Northeastern Severe Weather (May 2018)","Severe Storm",20180501,20180504,1432,0,"VT"
"2012","Central/Eastern Drought/Heatwave (Summer-Fall 1980)","Drought",19800601,19801130,33166.2,1260,"VA"
"2013","Midwest/Southeast/Northeast Winter Storm, Cold Wave (January 1982)","Winter Storm",19820108,19820116,1807.5,85,"VA"
"2014","Southeast Drought (Summer 1983)","Drought",19830601,19830831,7795.5,0,"VA"
"2015","Freeze, Cold Wave (December 1983)","Freeze",19831215,19831225,5275.3,151,"VA"
"2016","Tornadoes, Severe Storms, Floods (Spring 1984)","Severe Storm",19840327,19840407,1519.7,80,"VA"
"2017","Winter Storm, Cold Wave (January 1985)","Winter Storm",19850119,19850122,2042,150,"VA"
"2018","Hurricane Gloria (September 1985)","Tropical Cyclone",19850926,19850928,2089.1,11,"VA"
"2019","Southeast Drought/Heatwave (Summer 1986)","Drought",19860601,19860831,4238.6,100,"VA"
"2020","Severe Storms (May 1989)","Severe Storm",19890501,19890506,1169.1,21,"VA"
"2021","Hurricane Hugo (September 1989)","Tropical Cyclone",19890921,19890922,19079.7,86,"VA"
"2022","Winter Storm, Cold Wave (December 1989)","Winter Storm",19891221,19891226,1441.8,100,"VA"
"2023","Northeast Winter Storm (December 1992)","Winter Storm",19921210,19921213,4618.5,19,"VA"
"2024","East Coast Blizzard and Severe Weather (March 1993)","Winter Storm",19930311,19930314,9948.6,270,"VA"
"2025","Southeast Drought/Heat Wave (Summer 1993)","Drought",19930601,19930831,2264.4,16,"VA"
"2026","Winter Storm, Cold Wave (January 1994)","Winter Storm",19940117,19940120,1830.3,70,"VA"
"2027","Southeast Ice Storm (February 1994)","Winter Storm",19940208,19940213,5275.8,9,"VA"
"2028","Blizzard/Floods (January 1996)","Winter Storm",19960101,19960131,5014.9,187,"VA"
"2029","Hurricane Fran (September 1996)","Tropical Cyclone",19960905,19960908,8361.7,37,"VA"
"2030","Severe Storms, Tornadoes (June 1998)","Severe Storm",19980530,19980602,1810.2,20,"VA"
"2031","Hurricane Bonnie (August 1998)","Tropical Cyclone",19980827,19980829,1558.2,3,"VA"
"2032","Southern Drought/Heat Wave (Summer 1998)","Drought",19980601,19980831,5609.5,200,"VA"
"2033","Central and Eastern Winter Storm (January 1999)","Winter Storm",19990101,19990104,1620.7,25,"VA"
"2034","Central and Eastern Winter Storm (Mid-January 1999)","Winter Storm",19990113,19990116,1384.6,0,"VA"
"2035","Eastern Drought/Heatwave (Summer 1999)","Drought",19990601,19990831,3923.4,502,"VA"
"2036","Hurricane Floyd (September 1999)","Tropical Cyclone",19990914,19990916,10190.8,77,"VA"
"2037","Southeast Winter Storm (January 2000)","Winter Storm",20000121,20000124,1073.1,4,"VA"
"2038","Severe Storms and Tornadoes (April 2002)","Severe Storm",20020427,20020428,3036.2,7,"VA"
"2039","U.S. Drought (Spring-Fall 2002)","Drought",20020301,20021130,13045.6,0,"VA"
"2040","Midwest/Plains Severe Weather (July 2003)","Severe Storm",20030704,20030709,1218.4,7,"VA"
"2041","Hurricane Isabel (September 2003)","Tropical Cyclone",20030918,20030919,7787.3,55,"VA"
"2042","Hurricane Ivan (September 2004)","Tropical Cyclone",20040912,20040921,28495.7,57,"VA"
"2043","Hurricane Jeanne (September 2004)","Tropical Cyclone",20040915,20040929,10420.1,28,"VA"
"2044","Southeast Severe Weather (March 2005)","Severe Storm",20050324,20050327,1168,0,"VA"
"2045","Northeast Flooding (June 2006)","Flooding",20060625,20060628,1978,20,"VA"
"2046","Spring Freeze (April 2007)","Freeze",20070404,20070410,2596.1,0,"VA"
"2047","East/South Severe Weather and Flooding (April 2007)","Severe Storm",20070413,20070417,3185,9,"VA"
"2048","Western/Eastern Drought/Heatwave (Summer-Fall 2007)","Drought",20070601,20071130,4493.7,15,"VA"
"2049","U.S. Drought (2008)","Drought",20080101,20081231,8551.9,0,"VA"
"2050","Southeast/Ohio Valley Severe Weather (February 2009)","Severe Storm",20090210,20090211,2123,10,"VA"
"2051","Midwest/Southeast Tornadoes (April 2011)","Severe Storm",20110414,20110416,2409.3,38,"VA"
"2052","Southeast/Ohio Valley/Midwest Tornadoes (April 2011)","Severe Storm",20110425,20110428,11959.6,321,"VA"
"2053","Midwest/Southeast Tornadoes (May 2011)","Severe Storm",20110522,20110527,10643.3,177,"VA"
"2054","Hurricane Irene (August 2011)","Tropical Cyclone",20110826,20110828,15787.9,45,"VA"
"2055","Southern Plains/Southwest Drought & Heat Wave (Spring-Summer 2011)","Drought",20110301,20110831,14044.5,95,"VA"
"2056","Tropical Storm Lee (September 2011)","Tropical Cyclone",20110901,20110905,2939.6,21,"VA"
"2057","Plains/East/Northeast Severe Weather (June-July 2012)","Severe Storm",20120629,20120702,3264,28,"VA"
"2058","Hurricane Sandy (October 2012)","Tropical Cyclone",20121030,20121031,73494.6,159,"VA"
"2059","U.S. Drought/Heatwave (2012)","Drought",20120101,20121231,33903.9,123,"VA"
"2060","Midwest/Southeast/Northeast Winter Storm (January 2014)","Winter Storm",20140105,20140108,2390,16,"VA"
"2061","Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014)","Severe Storm",20140427,20140501,1909.9,33,"VA"
"2062","Rockies/Midwest/Eastern Severe Weather (May 2014)","Severe Storm",20140518,20140523,4084.6,0,"VA"
"2063","Central and Eastern Winter storm, Cold Wave (February 2015)","Winter Storm",20150214,20150220,3258.4,30,"VA"
"2064","Central and Northeast Severe Weather (June 2015)","Severe Storm",20150621,20150625,1289.1,1,"VA"
"2065","South Carolina and East Coast Flooding (October 2015)","Flooding",20151001,20151005,2198,25,"VA"
"2066","Southeast and Eastern Tornadoes (February 2016)","Severe Storm",20160222,20160224,1133.6,10,"VA"
"2067","South/Southeast Tornadoes (April 2016)","Severe Storm",20160426,20160502,2610.2,6,"VA"
"2068","West Virginia Flooding and Ohio Valley Tornadoes (June 2016)","Flooding",20160622,20160624,1056,23,"VA"
"2069","Rockies and Northeast Severe Weather (July 2016)","Severe Storm",20160728,20160730,1597.6,0,"VA"
"2070","Hurricane Matthew (October 2016)","Tropical Cyclone",20161008,20161012,10900,49,"VA"
"2071","Central/Southeast Tornado Outbreak (March 2017)","Severe Storm",20170228,20170301,1914.5,6,"VA"
"2072","Southeast Freeze (March 2017)","Freeze",20170314,20170316,1060,0,"VA"
"2073","Midwest Severe Weather (June 2017)","Severe Storm",20170612,20170616,1599.6,0,"VA"
"2074","Central and Eastern Winter Storm (January 2018)","Winter Storm",20180103,20180105,1084.8,22,"VA"
"2075","Northeast Winter Storm (March 2018)","Winter Storm",20180301,20180303,2259.9,9,"VA"
"2076","Southern and Eastern Tornadoes and Severe Weather (April 2018)","Severe Storm",20180413,20180416,1357.8,3,"VA"
"2077","Central and Eastern Severe Weather (May 2018)","Severe Storm",20180513,20180515,1411.1,5,"VA"
"2078","Central and Eastern Tornadoes and Severe Weather (July 2018)","Severe Storm",20180719,20180722,1616.7,0,"VA"
"2079","Hurricane Florence (September 2018)","Tropical Cyclone",20180913,20180916,24480,53,"VA"
"2080","Hurricane Michael (October 2018)","Tropical Cyclone",20181010,20181011,25474.5,49,"VA"
"2081","Western Storms & Flooding (December 1982-March 1983)","Flooding",19821213,19830331,4094,50,"WA"
"2082","Freeze, Cold Wave (December 1983)","Freeze",19831215,19831225,5275.3,151,"WA"
"2083","U.S. Drought (Spring-Summer 1991)","Drought",19910301,19910831,5746.5,0,"WA"
"2084","Western Fire Season (Summer-Fall 1994)","Wildfire",19940601,19941130,1276,0,"WA"
"2085","Pacific Northwest Severe Flooding (February 1996)","Flooding",19960207,19960212,1683.8,9,"WA"
"2086","West Coast Flooding (December 1996-January 1997)","Flooding",19970101,19970111,4887.5,36,"WA"
"2087","Western Fire Season (Spring-Summer 2000)","Wildfire",20000301,20000831,1634,0,"WA"
"2088","U.S. Drought (Spring-Fall 2002)","Drought",20020301,20021130,13045.6,0,"WA"
"2089","California Wildfires (Fall 2003)","Wildfire",20030901,20031130,5524.5,22,"WA"
"2090","Western/Central Drought/Heatwave (Spring-Fall 2003)","Drought",20030301,20031130,7095.1,35,"WA"
"2091","Midwest Drought (Spring-Summer 2005)","Drought",20050301,20050831,1990.9,0,"WA"
"2092","Numerous Wildfires (2006)","Wildfire",20060101,20061231,1907.2,28,"WA"
"2093","Western Wildfires (Summer 2007)","Wildfire",20070601,20070831,3481.4,12,"WA"
"2094","Western, Central and Northeast Severe Weather (January 2008)","Severe Storm",20080104,20080109,1198,12,"WA"
"2095","U.S. Wildfires (Fall 2008)","Wildfire",20080901,20081130,1505.5,16,"WA"
"2096","U.S. Drought (2008)","Drought",20080101,20081231,8551.9,0,"WA"
"2097","Southwest/Great Plains Drought (2009)","Drought",20090101,20091231,4260.3,0,"WA"
"2098","Western Wildfires (Summer-Fall 2012)","Wildfire",20120601,20121130,1964.6,8,"WA"
"2099","Western/Plains Drought/Heatwave (Spring-Fall 2013)","Drought",20130301,20131130,11677.1,53,"WA"
"2100","Western Drought (2014)","Drought",20140101,20141231,4367.3,0,"WA"
"2101","Western and Alaskan Wildfires (Summer-Fall 2015)","Wildfire",20150601,20151130,3330.8,12,"WA"
"2102","Western Drought (2015)","Drought",20150101,20151231,4912.6,0,"WA"
"2103","Western/Southeast Wildfires (Summer-Fall 2016)","Wildfire",20160601,20161231,2610.8,21,"WA"
"2104","Western Wildfires, California Firestorm (Summer-Fall 2017)","Wildfire",20170601,20171231,18725.2,54,"WA"
"2105","Western Wildfires, California Firestorm (Summer-Fall 2018)","Wildfire",20180601,20181231,24480,106,"WA"
"2106","Midwest/Southeast/Northeast Winter Storm, Cold Wave (January 1982)","Winter Storm",19820108,19820116,1807.5,85,"WV"
"2107","Midwest/Plains/Southeast Tornadoes (April 1982)","Severe Storm",19820402,19820404,1319.3,33,"WV"
"2108","Freeze, Cold Wave (December 1983)","Freeze",19831215,19831225,5275.3,151,"WV"
"2109","Winter Storm, Cold Wave (January 1985)","Winter Storm",19850119,19850122,2042,150,"WV"
"2110","U.S. Drought/Heatwave (Summer 1988)","Drought",19880601,19880831,44408.3,454,"WV"
"2111","Winter Storm, Cold Wave (December 1989)","Winter Storm",19891221,19891226,1441.8,100,"WV"
"2112","U.S. Drought (Spring-Summer 1991)","Drought",19910301,19910831,5746.5,0,"WV"
"2113","Northeast Winter Storm (December 1992)","Winter Storm",19921210,19921213,4618.5,19,"WV"
"2114","East Coast Blizzard and Severe Weather (March 1993)","Winter Storm",19930311,19930314,9948.6,270,"WV"
"2115","Winter Storm, Cold Wave (January 1994)","Winter Storm",19940117,19940120,1830.3,70,"WV"
"2116","Southeast Ice Storm (February 1994)","Winter Storm",19940208,19940213,5275.8,9,"WV"
"2117","Blizzard/Floods (January 1996)","Winter Storm",19960101,19960131,5014.9,187,"WV"
"2118","Hurricane Fran (September 1996)","Tropical Cyclone",19960905,19960908,8361.7,37,"WV"
"2119","Mississippi and Ohio Valley Severe Weather and Flooding (March 1997)","Severe Storm",19970228,19970305,1583.4,67,"WV"
"2120","Severe Storms, Tornadoes (June 1998)","Severe Storm",19980530,19980602,1810.2,20,"WV"
"2121","Central and Eastern Winter Storm (January 1999)","Winter Storm",19990101,19990104,1620.7,25,"WV"
"2122","Central and Eastern Winter Storm (Mid-January 1999)","Winter Storm",19990113,19990116,1384.6,0,"WV"
"2123","Eastern Drought/Heatwave (Summer 1999)","Drought",19990601,19990831,3923.4,502,"WV"
"2124","Severe Storms and Tornadoes (April 2002)","Severe Storm",20020427,20020428,3036.2,7,"WV"
"2125","U.S. Drought (Spring-Fall 2002)","Drought",20020301,20021130,13045.6,0,"WV"
"2126","Midwest/Plains Severe Weather (July 2003)","Severe Storm",20030704,20030709,1218.4,7,"WV"
"2127","Hurricane Isabel (September 2003)","Tropical Cyclone",20030918,20030919,7787.3,55,"WV"
"2128","Hurricane Ivan (September 2004)","Tropical Cyclone",20040912,20040921,28495.7,57,"WV"
"2129","Spring Freeze (April 2007)","Freeze",20070404,20070410,2596.1,0,"WV"
"2130","Western/Eastern Drought/Heatwave (Summer-Fall 2007)","Drought",20070601,20071130,4493.7,15,"WV"
"2131","Southeast/Ohio Valley Severe Weather (February 2009)","Severe Storm",20090210,20090211,2123,10,"WV"
"2132","Southern Plains/Southwest Drought & Heat Wave (Spring-Summer 2011)","Drought",20110301,20110831,14044.5,95,"WV"
"2133","Plains/East/Northeast Severe Weather (June-July 2012)","Severe Storm",20120629,20120702,3264,28,"WV"
"2134","Hurricane Sandy (October 2012)","Tropical Cyclone",20121030,20121031,73494.6,159,"WV"
"2135","Midwest/Ohio Valley Severe Weather (April 2015)","Severe Storm",20150407,20150409,1711.1,2,"WV"
"2136","West Virginia Flooding and Ohio Valley Tornadoes (June 2016)","Flooding",20160622,20160624,1056,23,"WV"
"2137","Central/Southeast Tornado Outbreak (March 2017)","Severe Storm",20170228,20170301,1914.5,6,"WV"
"2138","Central and Eastern Severe Weather (May 2018)","Severe Storm",20180513,20180515,1411.1,5,"WV"
"2139","Midwest/Southeast/Northeast Winter Storm, Cold Wave (January 1982)","Winter Storm",19820108,19820116,1807.5,85,"WI"
"2140","Midwest/Plains/Southeast Tornadoes (April 1982)","Severe Storm",19820402,19820404,1319.3,33,"WI"
"2141","Freeze, Cold Wave (December 1983)","Freeze",19831215,19831225,5275.3,151,"WI"
